type,nivel,t,rh,uv,ps,pw
166,600,NA,NA,NA,NA,NA
166,550,NA,NA,NA,NA,NA
166,500,NA,NA,NA,NA,NA
166,450,NA,NA,NA,NA,NA
166,400,NA,NA,NA,NA,NA
166,350,NA,NA,NA,NA,NA
166,300,NA,NA,NA,NA,NA
166,250,NA,NA,NA,NA,NA
166,200,NA,NA,NA,NA,NA
166,150,NA,NA,NA,NA,NA
166,100,NA,NA,NA,NA,NA
166,75,NA,NA,NA,NA,NA
166,50,NA,NA,NA,NA,NA
166,40,NA,NA,NA,NA,NA
166,30,NA,NA,NA,NA,NA
166,20,NA,NA,NA,NA,NA
166,10,NA,NA,NA,NA,NA
166,5,NA,NA,NA,NA,NA
166,4,NA,NA,NA,NA,NA
166,3,NA,NA,NA,NA,NA
166,2,NA,NA,NA,NA,NA
166,1,NA,NA,NA,NA,NA
166,0,NA,NA,NA,NA,NA
167,1100,NA,NA,NA,NA,NA
167,1050,NA,NA,NA,NA,NA
167,1000,NA,NA,NA,NA,NA
167,950,NA,NA,NA,NA,NA
167,900,NA,NA,NA,NA,NA
167,850,NA,NA,NA,NA,NA
167,800,NA,NA,NA,NA,NA
167,750,NA,NA,NA,NA,NA
167,700,NA,NA,NA,NA,NA
167,650,NA,NA,NA,NA,NA
167,600,NA,NA,NA,NA,NA
167,550,NA,NA,NA,NA,NA
167,500,NA,NA,NA,NA,NA
167,450,NA,NA,NA,NA,NA
167,400,NA,NA,NA,NA,NA
167,350,NA,NA,NA,NA,NA
167,300,NA,NA,NA,NA,NA
167,250,NA,NA,NA,NA,NA
167,200,NA,NA,NA,NA,NA
167,150,NA,NA,NA,NA,NA
167,100,NA,NA,NA,NA,NA
167,75,NA,NA,NA,NA,NA
167,50,NA,NA,NA,NA,NA
167,40,NA,NA,NA,NA,NA
167,30,NA,NA,NA,NA,NA
167,20,NA,NA,NA,NA,NA
167,10,NA,NA,NA,NA,NA
167,5,NA,NA,NA,NA,NA
167,4,NA,NA,NA,NA,NA
167,3,NA,NA,NA,NA,NA
167,2,NA,NA,NA,NA,NA
167,1,NA,NA,NA,NA,NA
167,0,NA,NA,NA,NA,NA
168,1100,NA,NA,NA,NA,NA
168,1050,NA,NA,NA,NA,NA
168,1000,NA,NA,NA,NA,NA
168,950,NA,NA,NA,NA,NA
168,900,NA,NA,NA,NA,NA
168,850,NA,NA,NA,NA,NA
168,800,NA,NA,NA,NA,NA
168,750,NA,NA,NA,NA,NA
168,700,NA,NA,NA,NA,NA
168,650,NA,NA,NA,NA,NA
168,600,NA,NA,NA,NA,NA
168,550,NA,NA,NA,NA,NA
168,500,NA,NA,NA,NA,NA
168,450,NA,NA,NA,NA,NA
168,400,NA,NA,NA,NA,NA
168,350,NA,NA,NA,NA,NA
168,300,NA,NA,NA,NA,NA
168,250,NA,NA,NA,NA,NA
168,200,NA,NA,NA,NA,NA
168,150,NA,NA,NA,NA,NA
168,100,NA,NA,NA,NA,NA
168,75,NA,NA,NA,NA,NA
168,50,NA,NA,NA,NA,NA
168,40,NA,NA,NA,NA,NA
168,30,NA,NA,NA,NA,NA
168,20,NA,NA,NA,NA,NA
168,10,NA,NA,NA,NA,NA
168,5,NA,NA,NA,NA,NA
168,4,NA,NA,NA,NA,NA
168,3,NA,NA,NA,NA,NA
168,2,NA,NA,NA,NA,NA
168,1,NA,NA,NA,NA,NA
168,0,NA,NA,NA,NA,NA
169,1100,NA,NA,NA,NA,NA
169,1050,NA,NA,NA,NA,NA
169,1000,NA,NA,NA,NA,NA
169,950,NA,NA,NA,NA,NA
169,900,NA,NA,NA,NA,NA
169,850,NA,NA,NA,NA,NA
169,800,NA,NA,NA,NA,NA
169,750,NA,NA,NA,NA,NA
169,700,NA,NA,NA,NA,NA
169,650,NA,NA,NA,NA,NA
169,600,NA,NA,NA,NA,NA
169,550,NA,NA,NA,NA,NA
169,500,NA,NA,NA,NA,NA
169,450,NA,NA,NA,NA,NA
169,400,NA,NA,NA,NA,NA
169,350,NA,NA,NA,NA,NA
169,300,NA,NA,NA,NA,NA
169,250,NA,NA,NA,NA,NA
169,200,NA,NA,NA,NA,NA
169,150,NA,NA,NA,NA,NA
169,100,NA,NA,NA,NA,NA
169,75,NA,NA,NA,NA,NA
169,50,NA,NA,NA,NA,NA
169,40,NA,NA,NA,NA,NA
169,30,NA,NA,NA,NA,NA
169,20,NA,NA,NA,NA,NA
169,10,NA,NA,NA,NA,NA
169,5,NA,NA,NA,NA,NA
169,4,NA,NA,NA,NA,NA
169,3,NA,NA,NA,NA,NA
169,2,NA,NA,NA,NA,NA
169,1,NA,NA,NA,NA,NA
169,0,NA,NA,NA,NA,NA
170,1100,NA,NA,NA,NA,NA
170,1050,NA,NA,NA,NA,NA
170,1000,NA,NA,NA,NA,NA
170,950,NA,NA,NA,NA,NA
170,900,NA,NA,NA,NA,NA
170,850,NA,NA,NA,NA,NA
170,800,NA,NA,NA,NA,NA
170,750,NA,NA,NA,NA,NA
170,700,NA,NA,NA,NA,NA
170,650,NA,NA,NA,NA,NA
170,600,NA,NA,NA,NA,NA
170,550,NA,NA,NA,NA,NA
170,500,NA,NA,NA,NA,NA
170,450,NA,NA,NA,NA,NA
170,400,NA,NA,NA,NA,NA
170,350,NA,NA,NA,NA,NA
170,300,NA,NA,NA,NA,NA
170,250,NA,NA,NA,NA,NA
170,200,NA,NA,NA,NA,NA
170,150,NA,NA,NA,NA,NA
170,100,NA,NA,NA,NA,NA
170,75,NA,NA,NA,NA,NA
170,50,NA,NA,NA,NA,NA
170,40,NA,NA,NA,NA,NA
170,30,NA,NA,NA,NA,NA
170,20,NA,NA,NA,NA,NA
170,10,NA,NA,NA,NA,NA
170,5,NA,NA,NA,NA,NA
170,4,NA,NA,NA,NA,NA
170,3,NA,NA,NA,NA,NA
170,2,NA,NA,NA,NA,NA
170,1,NA,NA,NA,NA,NA
170,0,NA,NA,NA,NA,NA
171,1100,NA,NA,NA,NA,NA
171,1050,NA,NA,NA,NA,NA
171,1000,NA,NA,NA,NA,NA
171,950,NA,NA,NA,NA,NA
171,900,NA,NA,NA,NA,NA
171,850,NA,NA,NA,NA,NA
171,800,NA,NA,NA,NA,NA
171,750,NA,NA,NA,NA,NA
171,700,NA,NA,NA,NA,NA
171,650,NA,NA,NA,NA,NA
171,600,NA,NA,NA,NA,NA
171,550,NA,NA,NA,NA,NA
171,500,NA,NA,NA,NA,NA
171,450,NA,NA,NA,NA,NA
171,400,NA,NA,NA,NA,NA
171,350,NA,NA,NA,NA,NA
171,300,NA,NA,NA,NA,NA
171,250,NA,NA,NA,NA,NA
171,200,NA,NA,NA,NA,NA
171,150,NA,NA,NA,NA,NA
171,100,NA,NA,NA,NA,NA
171,75,NA,NA,NA,NA,NA
171,50,NA,NA,NA,NA,NA
171,40,NA,NA,NA,NA,NA
171,30,NA,NA,NA,NA,NA
171,20,NA,NA,NA,NA,NA
171,10,NA,NA,NA,NA,NA
171,5,NA,NA,NA,NA,NA
171,4,NA,NA,NA,NA,NA
171,3,NA,NA,NA,NA,NA
171,2,NA,NA,NA,NA,NA
171,1,NA,NA,NA,NA,NA
171,0,NA,NA,NA,NA,NA
172,1100,NA,NA,NA,NA,NA
172,1050,NA,NA,NA,NA,NA
172,1000,NA,NA,NA,NA,NA
172,950,NA,NA,NA,NA,NA
172,900,NA,NA,NA,NA,NA
172,850,NA,NA,NA,NA,NA
172,800,NA,NA,NA,NA,NA
172,750,NA,NA,NA,NA,NA
172,700,NA,NA,NA,NA,NA
172,650,NA,NA,NA,NA,NA
172,600,NA,NA,NA,NA,NA
172,550,NA,NA,NA,NA,NA
172,500,NA,NA,NA,NA,NA
172,450,NA,NA,NA,NA,NA
172,400,NA,NA,NA,NA,NA
172,350,NA,NA,NA,NA,NA
172,300,NA,NA,NA,NA,NA
172,250,NA,NA,NA,NA,NA
172,200,NA,NA,NA,NA,NA
172,150,NA,NA,NA,NA,NA
172,100,NA,NA,NA,NA,NA
172,75,NA,NA,NA,NA,NA
172,50,NA,NA,NA,NA,NA
172,40,NA,NA,NA,NA,NA
172,30,NA,NA,NA,NA,NA
172,20,NA,NA,NA,NA,NA
172,10,NA,NA,NA,NA,NA
172,5,NA,NA,NA,NA,NA
172,4,NA,NA,NA,NA,NA
172,3,NA,NA,NA,NA,NA
172,2,NA,NA,NA,NA,NA
172,1,NA,NA,NA,NA,NA
172,0,NA,NA,NA,NA,NA
173,1100,NA,NA,NA,NA,NA
173,1050,NA,NA,NA,NA,NA
173,1000,NA,NA,NA,NA,NA
173,950,NA,NA,NA,NA,NA
173,900,NA,NA,NA,NA,NA
173,850,NA,NA,NA,NA,NA
173,800,NA,NA,NA,NA,NA
173,750,NA,NA,NA,NA,NA
173,700,NA,NA,NA,NA,NA
173,650,NA,NA,NA,NA,NA
173,600,NA,NA,NA,NA,NA
173,550,NA,NA,NA,NA,NA
173,500,NA,NA,NA,NA,NA
173,450,NA,NA,NA,NA,NA
173,400,NA,NA,NA,NA,NA
173,350,NA,NA,NA,NA,NA
173,300,NA,NA,NA,NA,NA
173,250,NA,NA,NA,NA,NA
173,200,NA,NA,NA,NA,NA
173,150,NA,NA,NA,NA,NA
173,100,NA,NA,NA,NA,NA
173,75,NA,NA,NA,NA,NA
173,50,NA,NA,NA,NA,NA
173,40,NA,NA,NA,NA,NA
173,30,NA,NA,NA,NA,NA
173,20,NA,NA,NA,NA,NA
173,10,NA,NA,NA,NA,NA
173,5,NA,NA,NA,NA,NA
173,4,NA,NA,NA,NA,NA
173,3,NA,NA,NA,NA,NA
173,2,NA,NA,NA,NA,NA
173,1,NA,NA,NA,NA,NA
173,0,NA,NA,NA,NA,NA
174,1100,NA,NA,NA,NA,NA
174,1050,NA,NA,NA,NA,NA
174,1000,NA,NA,NA,NA,NA
174,950,NA,NA,NA,NA,NA
174,900,NA,NA,NA,NA,NA
174,850,NA,NA,NA,NA,NA
174,800,NA,NA,NA,NA,NA
174,750,NA,NA,NA,NA,NA
174,700,NA,NA,NA,NA,NA
174,650,NA,NA,NA,NA,NA
174,600,NA,NA,NA,NA,NA
174,550,NA,NA,NA,NA,NA
174,500,NA,NA,NA,NA,NA
174,450,NA,NA,NA,NA,NA
174,400,NA,NA,NA,NA,NA
174,350,NA,NA,NA,NA,NA
174,300,NA,NA,NA,NA,NA
174,250,NA,NA,NA,NA,NA
174,200,NA,NA,NA,NA,NA
174,150,NA,NA,NA,NA,NA
174,100,NA,NA,NA,NA,NA
174,75,NA,NA,NA,NA,NA
174,50,NA,NA,NA,NA,NA
174,40,NA,NA,NA,NA,NA
174,30,NA,NA,NA,NA,NA
174,20,NA,NA,NA,NA,NA
174,10,NA,NA,NA,NA,NA
174,5,NA,NA,NA,NA,NA
174,4,NA,NA,NA,NA,NA
174,3,NA,NA,NA,NA,NA
174,2,NA,NA,NA,NA,NA
174,1,NA,NA,NA,NA,NA
174,0,NA,NA,NA,NA,NA
175,1100,NA,NA,NA,NA,NA
175,1050,NA,NA,NA,NA,NA
175,1000,NA,NA,NA,NA,NA
175,950,NA,NA,NA,NA,NA
175,900,NA,NA,NA,NA,NA
175,850,NA,NA,NA,NA,NA
175,800,NA,NA,NA,NA,NA
175,750,NA,NA,NA,NA,NA
175,700,NA,NA,NA,NA,NA
175,650,NA,NA,NA,NA,NA
175,600,NA,NA,NA,NA,NA
175,550,NA,NA,NA,NA,NA
175,500,NA,NA,NA,NA,NA
175,450,NA,NA,NA,NA,NA
175,400,NA,NA,NA,NA,NA
175,350,NA,NA,NA,NA,NA
175,300,NA,NA,NA,NA,NA
175,250,NA,NA,NA,NA,NA
175,200,NA,NA,NA,NA,NA
175,150,NA,NA,NA,NA,NA
175,100,NA,NA,NA,NA,NA
175,75,NA,NA,NA,NA,NA
175,50,NA,NA,NA,NA,NA
175,40,NA,NA,NA,NA,NA
175,30,NA,NA,NA,NA,NA
175,20,NA,NA,NA,NA,NA
175,10,NA,NA,NA,NA,NA
175,5,NA,NA,NA,NA,NA
175,4,NA,NA,NA,NA,NA
175,3,NA,NA,NA,NA,NA
175,2,NA,NA,NA,NA,NA
175,1,NA,NA,NA,NA,NA
175,0,NA,NA,NA,NA,NA
176,1100,NA,NA,NA,NA,NA
176,1050,NA,NA,NA,NA,NA
176,1000,NA,NA,NA,NA,NA
176,950,NA,NA,NA,NA,NA
176,900,NA,NA,NA,NA,NA
176,850,NA,NA,NA,NA,NA
176,800,NA,NA,NA,NA,NA
176,750,NA,NA,NA,NA,NA
176,700,NA,NA,NA,NA,NA
176,650,NA,NA,NA,NA,NA
176,600,NA,NA,NA,NA,NA
176,550,NA,NA,NA,NA,NA
176,500,NA,NA,NA,NA,NA
176,450,NA,NA,NA,NA,NA
176,400,NA,NA,NA,NA,NA
176,350,NA,NA,NA,NA,NA
176,300,NA,NA,NA,NA,NA
176,250,NA,NA,NA,NA,NA
176,200,NA,NA,NA,NA,NA
176,150,NA,NA,NA,NA,NA
176,100,NA,NA,NA,NA,NA
176,75,NA,NA,NA,NA,NA
176,50,NA,NA,NA,NA,NA
176,40,NA,NA,NA,NA,NA
176,30,NA,NA,NA,NA,NA
176,20,NA,NA,NA,NA,NA
176,10,NA,NA,NA,NA,NA
176,5,NA,NA,NA,NA,NA
176,4,NA,NA,NA,NA,NA
176,3,NA,NA,NA,NA,NA
176,2,NA,NA,NA,NA,NA
176,1,NA,NA,NA,NA,NA
176,0,NA,NA,NA,NA,NA
177,1100,NA,NA,NA,NA,NA
177,1050,NA,NA,NA,NA,NA
177,1000,NA,NA,NA,NA,NA
177,950,NA,NA,NA,NA,NA
177,900,NA,NA,NA,NA,NA
177,850,NA,NA,NA,NA,NA
177,800,NA,NA,NA,NA,NA
177,750,NA,NA,NA,NA,NA
177,700,NA,NA,NA,NA,NA
177,650,NA,NA,NA,NA,NA
177,600,NA,NA,NA,NA,NA
177,550,NA,NA,NA,NA,NA
177,500,NA,NA,NA,NA,NA
177,450,NA,NA,NA,NA,NA
177,400,NA,NA,NA,NA,NA
177,350,NA,NA,NA,NA,NA
177,300,NA,NA,NA,NA,NA
177,250,NA,NA,NA,NA,NA
177,200,NA,NA,NA,NA,NA
177,150,NA,NA,NA,NA,NA
177,100,NA,NA,NA,NA,NA
177,75,NA,NA,NA,NA,NA
177,50,NA,NA,NA,NA,NA
177,40,NA,NA,NA,NA,NA
177,30,NA,NA,NA,NA,NA
177,20,NA,NA,NA,NA,NA
177,10,NA,NA,NA,NA,NA
177,5,NA,NA,NA,NA,NA
177,4,NA,NA,NA,NA,NA
177,3,NA,NA,NA,NA,NA
177,2,NA,NA,NA,NA,NA
177,1,NA,NA,NA,NA,NA
177,0,NA,NA,NA,NA,NA
178,1100,NA,NA,NA,NA,NA
178,1050,NA,NA,NA,NA,NA
178,1000,NA,NA,NA,NA,NA
178,950,NA,NA,NA,NA,NA
178,900,NA,NA,NA,NA,NA
178,850,NA,NA,NA,NA,NA
178,800,NA,NA,NA,NA,NA
178,750,NA,NA,NA,NA,NA
178,700,NA,NA,NA,NA,NA
178,650,NA,NA,NA,NA,NA
178,600,NA,NA,NA,NA,NA
178,550,NA,NA,NA,NA,NA
178,500,NA,NA,NA,NA,NA
178,450,NA,NA,NA,NA,NA
178,400,NA,NA,NA,NA,NA
178,350,NA,NA,NA,NA,NA
178,300,NA,NA,NA,NA,NA
178,250,NA,NA,NA,NA,NA
178,200,NA,NA,NA,NA,NA
178,150,NA,NA,NA,NA,NA
178,100,NA,NA,NA,NA,NA
178,75,NA,NA,NA,NA,NA
178,50,NA,NA,NA,NA,NA
178,40,NA,NA,NA,NA,NA
178,30,NA,NA,NA,NA,NA
178,20,NA,NA,NA,NA,NA
178,10,NA,NA,NA,NA,NA
178,5,NA,NA,NA,NA,NA
178,4,NA,NA,NA,NA,NA
178,3,NA,NA,NA,NA,NA
178,2,NA,NA,NA,NA,NA
178,1,NA,NA,NA,NA,NA
178,0,NA,NA,NA,NA,NA
179,1100,NA,NA,NA,NA,NA
179,1050,NA,NA,NA,NA,NA
179,1000,NA,NA,NA,NA,NA
179,950,NA,NA,NA,NA,NA
179,900,NA,NA,NA,NA,NA
179,850,NA,NA,NA,NA,NA
179,800,NA,NA,NA,NA,NA
179,750,NA,NA,NA,NA,NA
179,700,NA,NA,NA,NA,NA
179,650,NA,NA,NA,NA,NA
179,600,NA,NA,NA,NA,NA
179,550,NA,NA,NA,NA,NA
179,500,NA,NA,NA,NA,NA
179,450,NA,NA,NA,NA,NA
179,400,NA,NA,NA,NA,NA
179,350,NA,NA,NA,NA,NA
179,300,NA,NA,NA,NA,NA
179,250,NA,NA,NA,NA,NA
179,200,NA,NA,NA,NA,NA
179,150,NA,NA,NA,NA,NA
179,100,NA,NA,NA,NA,NA
179,75,NA,NA,NA,NA,NA
179,50,NA,NA,NA,NA,NA
179,40,NA,NA,NA,NA,NA
179,30,NA,NA,NA,NA,NA
179,20,NA,NA,NA,NA,NA
179,10,NA,NA,NA,NA,NA
179,5,NA,NA,NA,NA,NA
179,4,NA,NA,NA,NA,NA
179,3,NA,NA,NA,NA,NA
179,2,NA,NA,NA,NA,NA
179,1,NA,NA,NA,NA,NA
179,0,NA,NA,NA,NA,NA
180,1100,2.5,2,NA,1.3,NA
180,1050,2.5,2,NA,1.3,NA
180,1000,2.5,2,NA,1.3,NA
180,950,2.5,2,NA,1.3,NA
180,900,2.5,2,NA,1.3,NA
180,850,2.5,2,NA,1.3,NA
180,800,2.5,2,NA,1.3,NA
180,750,2.5,2,NA,1.3,NA
180,700,2.5,2,NA,1.3,NA
180,650,2.5,2,NA,1.3,NA
180,600,2.5,2,NA,1.3,NA
180,550,2.5,2,NA,NA,NA
180,500,2.5,2,NA,NA,NA
180,450,2.5,2,NA,NA,NA
180,400,2.5,2,NA,NA,NA
180,350,2.5,2,NA,NA,NA
180,300,2.5,2,NA,NA,NA
180,250,2.5,2,NA,NA,NA
180,200,2.5,2,NA,NA,NA
180,150,2.5,2,NA,NA,NA
180,100,2.5,2,NA,NA,NA
180,75,2.5,2,NA,NA,NA
180,50,2.5,2,NA,NA,NA
180,40,2.5,2,NA,NA,NA
180,30,2.5,2,NA,NA,NA
180,20,2.5,2,NA,NA,NA
180,10,2.5,2,NA,NA,NA
180,5,2.5,2,NA,NA,NA
180,4,2.5,2,NA,NA,NA
180,3,2.5,2,NA,NA,NA
180,2,2.5,2,NA,NA,NA
180,1,2.5,2,NA,NA,NA
180,0,2.5,2,NA,NA,NA
181,1100,1.5,2,NA,1.6,NA
181,1050,1.5,2,NA,1.6,NA
181,1000,1.5,2,NA,1.6,NA
181,950,1.5,2,NA,1.6,NA
181,900,1.5,2,NA,1.6,NA
181,850,1.5,2,NA,1.6,NA
181,800,1.5,2,NA,1.6,NA
181,750,1.5,2,NA,1.6,NA
181,700,1.5,2,NA,1.6,NA
181,650,1.5,2,NA,1.6,NA
181,600,1.5,2,NA,1.6,NA
181,550,1.5,2,NA,NA,NA
181,500,1.5,2,NA,NA,NA
181,450,1.5,2,NA,NA,NA
181,400,1.5,2,NA,NA,NA
181,350,1.5,2,NA,NA,NA
181,300,1.5,2,NA,NA,NA
181,250,1.5,2,NA,NA,NA
181,200,1.5,2,NA,NA,NA
181,150,1.5,2,NA,NA,NA
181,100,1.5,2,NA,NA,NA
181,75,1.5,2,NA,NA,NA
181,50,1.5,2,NA,NA,NA
181,40,1.5,2,NA,NA,NA
181,30,1.5,2,NA,NA,NA
181,20,1.5,2,NA,NA,NA
181,10,1.5,2,NA,NA,NA
181,5,1.5,2,NA,NA,NA
181,4,1.5,2,NA,NA,NA
181,3,1.5,2,NA,NA,NA
181,2,1.5,2,NA,NA,NA
181,1,1.5,2,NA,NA,NA
181,0,1.5,2,NA,NA,NA
182,1100,1.5,2,NA,1.6,NA
182,1050,1.5,2,NA,1.6,NA
182,1000,1.5,2,NA,1.6,NA
182,950,1.5,2,NA,1.6,NA
182,900,1.5,2,NA,1.6,NA
182,850,1.5,2,NA,1.6,NA
182,800,1.5,2,NA,1.6,NA
182,750,1.5,2,NA,1.6,NA
182,700,1.5,2,NA,1.6,NA
182,650,1.5,2,NA,1.6,NA
182,600,1.5,2,NA,1.6,NA
182,550,1.5,2,NA,NA,NA
182,500,1.5,2,NA,NA,NA
182,450,1.5,2,NA,NA,NA
182,400,1.5,2,NA,NA,NA
182,350,1.5,2,NA,NA,NA
182,300,1.5,2,NA,NA,NA
182,250,1.5,2,NA,NA,NA
182,200,1.5,2,NA,NA,NA
182,150,1.5,2,NA,NA,NA
182,100,1.5,2,NA,NA,NA
182,75,1.5,2,NA,NA,NA
182,50,1.5,2,NA,NA,NA
182,40,1.5,2,NA,NA,NA
182,30,1.5,2,NA,NA,NA
182,20,1.5,2,NA,NA,NA
182,10,1.5,2,NA,NA,NA
182,5,1.5,2,NA,NA,NA
182,4,1.5,2,NA,NA,NA
182,3,1.5,2,NA,NA,NA
182,2,1.5,2,NA,NA,NA
182,1,1.5,2,NA,NA,NA
182,0,1.5,2,NA,NA,NA
183,1100,NA,NA,NA,NA,NA
183,1050,NA,NA,NA,NA,NA
183,1000,NA,NA,NA,NA,NA
183,950,NA,NA,NA,NA,NA
183,900,NA,NA,NA,NA,NA
183,850,NA,NA,NA,NA,NA
183,800,NA,NA,NA,NA,NA
183,750,NA,NA,NA,NA,NA
183,700,NA,NA,NA,NA,NA
183,650,NA,NA,NA,NA,NA
183,600,NA,NA,NA,NA,NA
183,550,NA,NA,NA,NA,NA
183,500,NA,NA,NA,NA,NA
183,450,NA,NA,NA,NA,NA
183,400,NA,NA,NA,NA,NA
183,350,NA,NA,NA,NA,NA
183,300,NA,NA,NA,NA,NA
183,250,NA,NA,NA,NA,NA
183,200,NA,NA,NA,NA,NA
183,150,NA,NA,NA,NA,NA
183,100,NA,NA,NA,NA,NA
183,75,NA,NA,NA,NA,NA
183,50,NA,NA,NA,NA,NA
183,40,NA,NA,NA,NA,NA
183,30,NA,NA,NA,NA,NA
183,20,NA,NA,NA,NA,NA
183,10,NA,NA,NA,NA,NA
183,5,NA,NA,NA,NA,NA
183,4,NA,NA,NA,NA,NA
183,3,NA,NA,NA,NA,NA
183,2,NA,NA,NA,NA,NA
183,1,NA,NA,NA,NA,NA
183,0,NA,NA,NA,NA,NA
184,1100,NA,NA,NA,NA,NA
184,1050,NA,NA,NA,NA,NA
184,1000,NA,NA,NA,NA,NA
184,950,NA,NA,NA,NA,NA
184,900,NA,NA,NA,NA,NA
184,850,NA,NA,NA,NA,NA
184,800,NA,NA,NA,NA,NA
184,750,NA,NA,NA,NA,NA
184,700,NA,NA,NA,NA,NA
184,650,NA,NA,NA,NA,NA
184,600,NA,NA,NA,NA,NA
184,550,NA,NA,NA,NA,NA
184,500,NA,NA,NA,NA,NA
184,450,NA,NA,NA,NA,NA
184,400,NA,NA,NA,NA,NA
184,350,NA,NA,NA,NA,NA
184,300,NA,NA,NA,NA,NA
184,250,NA,NA,NA,NA,NA
184,200,NA,NA,NA,NA,NA
184,150,NA,NA,NA,NA,NA
184,100,NA,NA,NA,NA,NA
184,75,NA,NA,NA,NA,NA
184,50,NA,NA,NA,NA,NA
184,40,NA,NA,NA,NA,NA
184,30,NA,NA,NA,NA,NA
184,20,NA,NA,NA,NA,NA
184,10,NA,NA,NA,NA,NA
184,5,NA,NA,NA,NA,NA
184,4,NA,NA,NA,NA,NA
184,3,NA,NA,NA,NA,NA
184,2,NA,NA,NA,NA,NA
184,1,NA,NA,NA,NA,NA
184,0,NA,NA,NA,NA,NA
185,1100,NA,NA,NA,NA,NA
185,1050,NA,NA,NA,NA,NA
185,1000,NA,NA,NA,NA,NA
185,950,NA,NA,NA,NA,NA
185,900,NA,NA,NA,NA,NA
185,850,NA,NA,NA,NA,NA
185,800,NA,NA,NA,NA,NA
185,750,NA,NA,NA,NA,NA
185,700,NA,NA,NA,NA,NA
185,650,NA,NA,NA,NA,NA
185,600,NA,NA,NA,NA,NA
185,550,NA,NA,NA,NA,NA
185,500,NA,NA,NA,NA,NA
185,450,NA,NA,NA,NA,NA
185,400,NA,NA,NA,NA,NA
185,350,NA,NA,NA,NA,NA
185,300,NA,NA,NA,NA,NA
185,250,NA,NA,NA,NA,NA
185,200,NA,NA,NA,NA,NA
185,150,NA,NA,NA,NA,NA
185,100,NA,NA,NA,NA,NA
185,75,NA,NA,NA,NA,NA
185,50,NA,NA,NA,NA,NA
185,40,NA,NA,NA,NA,NA
185,30,NA,NA,NA,NA,NA
185,20,NA,NA,NA,NA,NA
185,10,NA,NA,NA,NA,NA
185,5,NA,NA,NA,NA,NA
185,4,NA,NA,NA,NA,NA
185,3,NA,NA,NA,NA,NA
185,2,NA,NA,NA,NA,NA
185,1,NA,NA,NA,NA,NA
185,0,NA,NA,NA,NA,NA
186,1100,NA,NA,NA,NA,NA
186,1050,NA,NA,NA,NA,NA
186,1000,NA,NA,NA,NA,NA
186,950,NA,NA,NA,NA,NA
186,900,NA,NA,NA,NA,NA
186,850,NA,NA,NA,NA,NA
186,800,NA,NA,NA,NA,NA
186,750,NA,NA,NA,NA,NA
186,700,NA,NA,NA,NA,NA
186,650,NA,NA,NA,NA,NA
186,600,NA,NA,NA,NA,NA
186,550,NA,NA,NA,NA,NA
186,500,NA,NA,NA,NA,NA
186,450,NA,NA,NA,NA,NA
186,400,NA,NA,NA,NA,NA
186,350,NA,NA,NA,NA,NA
186,300,NA,NA,NA,NA,NA
186,250,NA,NA,NA,NA,NA
186,200,NA,NA,NA,NA,NA
186,150,NA,NA,NA,NA,NA
186,100,NA,NA,NA,NA,NA
186,75,NA,NA,NA,NA,NA
186,50,NA,NA,NA,NA,NA
186,40,NA,NA,NA,NA,NA
186,30,NA,NA,NA,NA,NA
186,20,NA,NA,NA,NA,NA
186,10,NA,NA,NA,NA,NA
186,5,NA,NA,NA,NA,NA
186,4,NA,NA,NA,NA,NA
186,3,NA,NA,NA,NA,NA
186,2,NA,NA,NA,NA,NA
186,1,NA,NA,NA,NA,NA
186,0,NA,NA,NA,NA,NA
187,1100,1.5,2,NA,1.6,NA
187,1050,1.5,2,NA,1.6,NA
187,1000,1.5,2,NA,1.6,NA
187,950,1.5,2,NA,1.6,NA
187,900,1.5,2,NA,1.6,NA
187,850,1.5,2,NA,1.6,NA
187,800,1.5,2,NA,1.6,NA
187,750,1.5,2,NA,1.6,NA
187,700,1.5,2,NA,1.6,NA
187,650,1.5,2,NA,1.6,NA
187,600,1.5,2,NA,1.6,NA
187,550,1.5,2,NA,NA,NA
187,500,1.5,2,NA,NA,NA
187,450,1.5,2,NA,NA,NA
187,400,1.5,2,NA,NA,NA
187,350,1.5,2,NA,NA,NA
187,300,1.5,2,NA,NA,NA
187,250,1.5,2,NA,NA,NA
187,200,1.5,2,NA,NA,NA
187,150,1.5,2,NA,NA,NA
187,100,1.5,2,NA,NA,NA
187,75,1.5,2,NA,NA,NA
187,50,1.5,2,NA,NA,NA
187,40,1.5,2,NA,NA,NA
187,30,1.5,2,NA,NA,NA
187,20,1.5,2,NA,NA,NA
187,10,1.5,2,NA,NA,NA
187,5,1.5,2,NA,NA,NA
187,4,1.5,2,NA,NA,NA
187,3,1.5,2,NA,NA,NA
187,2,1.5,2,NA,NA,NA
187,1,1.5,2,NA,NA,NA
187,0,1.5,2,NA,NA,NA
188,1100,NA,NA,NA,NA,NA
188,1050,NA,NA,NA,NA,NA
188,1000,NA,NA,NA,NA,NA
188,950,NA,NA,NA,NA,NA
188,900,NA,NA,NA,NA,NA
188,850,NA,NA,NA,NA,NA
188,800,NA,NA,NA,NA,NA
188,750,NA,NA,NA,NA,NA
188,700,NA,NA,NA,NA,NA
188,650,NA,NA,NA,NA,NA
188,600,NA,NA,NA,NA,NA
188,550,NA,NA,NA,NA,NA
188,500,NA,NA,NA,NA,NA
188,450,NA,NA,NA,NA,NA
